Point,North,East,Elev,Description,Hz Prec,Vt Prec,Solution,PDOP,Sats,Start Date,Start Time,End Date,End Time,Duration
174,2267050.228,1574196.865,137.221,Topo Continu,0.011,0.018,NetworkFix,1.6,11,13/04/2017,10:46:30.0,13/04/2017,10:46:30.0,0.0
175,2267049.865,1574196.717,137.230,Topo Continu,0.014,0.022,NetworkFix,1.6,11,13/04/2017,10:46:31.0,13/04/2017,10:46:31.0,0.0
176,2267049.492,1574196.545,137.219,Topo Continu,0.015,0.025,NetworkFix,1.6,11,13/04/2017,10:46:32.0,13/04/2017,10:46:32.0,0.0
177,2267049.127,1574196.367,137.233,Topo Continu,0.008,0.014,NetworkFix,1.6,12,13/04/2017,10:46:33.0,13/04/2017,10:46:33.0,0.0
178,2267048.797,1574196.177,137.231,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:46:34.0,13/04/2017,10:46:34.0,0.0
179,2267048.500,1574195.956,137.251,Topo Continu,0.011,0.018,NetworkFix,1.6,12,13/04/2017,10:46:35.0,13/04/2017,10:46:35.0,0.0
180,2267048.198,1574195.711,137.223,Topo Continu,0.012,0.019,NetworkFix,1.7,12,13/04/2017,10:46:36.0,13/04/2017,10:46:36.0,0.0
181,2267047.867,1574195.394,137.223,Topo Continu,0.009,0.015,NetworkFix,1.7,12,13/04/2017,10:46:37.0,13/04/2017,10:46:37.0,0.0
182,2267047.725,1574195.215,137.228,Topo Continu,0.010,0.017,NetworkFix,1.7,12,13/04/2017,10:46:38.0,13/04/2017,10:46:38.0,0.0
183,2267047.424,1574194.840,137.235,Topo Continu,0.011,0.019,NetworkFix,1.7,12,13/04/2017,10:46:39.0,13/04/2017,10:46:39.0,0.0
184,2267047.210,1574194.567,137.226,Topo Continu,0.010,0.018,NetworkFix,1.7,12,13/04/2017,10:46:40.0,13/04/2017,10:46:40.0,0.0
185,2267046.583,1574193.833,137.228,Topo Continu,0.016,0.027,NetworkFix,1.7,12,13/04/2017,10:46:42.0,13/04/2017,10:46:42.0,0.0
186,2267046.275,1574193.525,137.230,Topo Continu,0.021,0.034,NetworkFix,1.7,12,13/04/2017,10:46:43.0,13/04/2017,10:46:43.0,0.0
187,2267045.953,1574193.211,137.233,Topo Continu,0.013,0.024,NetworkFix,1.7,12,13/04/2017,10:46:44.0,13/04/2017,10:46:44.0,0.0
188,2267045.615,1574192.918,137.239,Topo Continu,0.008,0.014,NetworkFix,1.6,12,13/04/2017,10:46:45.0,13/04/2017,10:46:45.0,0.0
189,2267045.274,1574192.642,137.249,Topo Continu,0.012,0.020,NetworkFix,1.6,12,13/04/2017,10:46:46.0,13/04/2017,10:46:46.0,0.0
190,2267044.932,1574192.367,137.238,Topo Continu,0.010,0.017,NetworkFix,1.6,12,13/04/2017,10:46:47.0,13/04/2017,10:46:47.0,0.0
191,2267044.562,1574192.096,137.238,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:46:48.0,13/04/2017,10:46:48.0,0.0
192,2267044.155,1574191.846,137.247,Topo Continu,0.009,0.016,NetworkFix,1.6,12,13/04/2017,10:46:49.0,13/04/2017,10:46:49.0,0.0
193,2267043.649,1574191.577,137.239,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:46:50.0,13/04/2017,10:46:50.0,0.0
194,2267043.296,1574191.425,137.244,Topo Continu,0.010,0.018,NetworkFix,1.6,12,13/04/2017,10:46:51.0,13/04/2017,10:46:51.0,0.0
195,2267042.850,1574191.278,137.236,Topo Continu,0.012,0.020,NetworkFix,1.6,12,13/04/2017,10:46:52.0,13/04/2017,10:46:52.0,0.0
196,2267042.401,1574191.147,137.239,Topo Continu,0.013,0.022,NetworkFix,1.6,12,13/04/2017,10:46:53.0,13/04/2017,10:46:53.0,0.0
197,2267041.937,1574191.040,137.217,Topo Continu,0.013,0.022,NetworkFix,1.6,12,13/04/2017,10:46:54.0,13/04/2017,10:46:54.0,0.0
198,2267041.536,1574190.945,137.233,Topo Continu,0.013,0.022,NetworkFix,1.6,12,13/04/2017,10:46:55.0,13/04/2017,10:46:55.0,0.0
199,2267041.172,1574190.829,137.232,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:46:56.0,13/04/2017,10:46:56.0,0.0
200,2267040.833,1574190.699,137.235,Topo Continu,0.010,0.017,NetworkFix,1.6,12,13/04/2017,10:46:57.0,13/04/2017,10:46:57.0,0.0
201,2267040.481,1574190.529,137.229,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:46:58.0,13/04/2017,10:46:58.0,0.0
202,2267040.084,1574190.301,137.252,Topo Continu,0.012,0.020,NetworkFix,1.6,12,13/04/2017,10:46:59.0,13/04/2017,10:46:59.0,0.0
203,2267039.894,1574190.181,137.243,Topo Continu,0.013,0.021,NetworkFix,1.6,12,13/04/2017,10:47:00.0,13/04/2017,10:47:00.0,0.0
204,2267039.495,1574189.919,137.244,Topo Continu,0.009,0.016,NetworkFix,1.5,12,13/04/2017,10:47:01.0,13/04/2017,10:47:01.0,0.0
205,2267039.195,1574189.735,137.240,Topo Continu,0.007,0.011,NetworkFix,1.5,12,13/04/2017,10:47:02.0,13/04/2017,10:47:02.0,0.0
206,2267038.339,1574189.250,137.213,Topo Continu,0.008,0.013,NetworkFix,1.5,12,13/04/2017,10:47:04.0,13/04/2017,10:47:04.0,0.0
207,2267037.979,1574189.044,137.216,Topo Continu,0.008,0.013,NetworkFix,1.5,11,13/04/2017,10:47:05.0,13/04/2017,10:47:05.0,0.0
208,2267037.655,1574188.840,137.228,Topo Continu,0.011,0.018,NetworkFix,1.6,11,13/04/2017,10:47:06.0,13/04/2017,10:47:06.0,0.0
209,2267037.360,1574188.615,137.237,Topo Continu,0.011,0.017,NetworkFix,1.6,11,13/04/2017,10:47:07.0,13/04/2017,10:47:07.0,0.0
210,2267037.049,1574188.368,137.236,Topo Continu,0.009,0.015,NetworkFix,1.6,11,13/04/2017,10:47:08.0,13/04/2017,10:47:08.0,0.0
211,2267036.719,1574188.118,137.215,Topo Continu,0.010,0.016,NetworkFix,1.6,11,13/04/2017,10:47:09.0,13/04/2017,10:47:09.0,0.0
212,2267036.394,1574187.871,137.237,Topo Continu,0.012,0.020,NetworkFix,1.6,11,13/04/2017,10:47:10.0,13/04/2017,10:47:10.0,0.0
213,2267036.074,1574187.630,137.233,Topo Continu,0.013,0.022,NetworkFix,1.6,11,13/04/2017,10:47:11.0,13/04/2017,10:47:11.0,0.0
214,2267035.794,1574187.383,137.251,Topo Continu,0.009,0.015,NetworkFix,1.6,11,13/04/2017,10:47:12.0,13/04/2017,10:47:12.0,0.0
215,2267035.477,1574187.117,137.220,Topo Continu,0.009,0.016,NetworkFix,1.6,11,13/04/2017,10:47:13.0,13/04/2017,10:47:13.0,0.0
216,2267035.137,1574186.862,137.240,Topo Continu,0.013,0.022,NetworkFix,1.6,11,13/04/2017,10:47:14.0,13/04/2017,10:47:14.0,0.0
217,2267034.807,1574186.609,137.223,Topo Continu,0.022,0.034,NetworkFix,1.6,11,13/04/2017,10:47:15.0,13/04/2017,10:47:15.0,0.0
218,2267034.501,1574186.360,137.243,Topo Continu,0.016,0.025,NetworkFix,1.6,11,13/04/2017,10:47:16.0,13/04/2017,10:47:16.0,0.0
219,2267034.167,1574186.102,137.239,Topo Continu,0.017,0.026,NetworkFix,1.6,11,13/04/2017,10:47:17.0,13/04/2017,10:47:17.0,0.0
220,2267033.778,1574185.858,137.225,Topo Continu,0.010,0.016,NetworkFix,1.6,11,13/04/2017,10:47:18.0,13/04/2017,10:47:18.0,0.0
221,2267033.293,1574185.620,137.239,Topo Continu,0.008,0.013,NetworkFix,1.6,11,13/04/2017,10:47:19.0,13/04/2017,10:47:19.0,0.0
222,2267032.963,1574185.499,137.212,Topo Continu,0.009,0.016,NetworkFix,1.6,11,13/04/2017,10:47:20.0,13/04/2017,10:47:20.0,0.0
223,2267032.686,1574185.391,137.245,Topo Continu,0.008,0.014,NetworkFix,1.6,11,13/04/2017,10:47:21.0,13/04/2017,10:47:21.0,0.0
224,2267032.262,1574185.238,137.234,Topo Continu,0.009,0.016,NetworkFix,1.6,11,13/04/2017,10:47:22.0,13/04/2017,10:47:22.0,0.0
225,2267031.878,1574185.103,137.214,Topo Continu,0.009,0.015,NetworkFix,1.6,11,13/04/2017,10:47:23.0,13/04/2017,10:47:23.0,0.0
226,2267031.456,1574184.998,137.215,Topo Continu,0.016,0.028,NetworkFix,1.6,11,13/04/2017,10:47:24.0,13/04/2017,10:47:24.0,0.0
227,2267031.057,1574184.909,137.214,Topo Continu,0.019,0.032,NetworkFix,1.6,11,13/04/2017,10:47:25.0,13/04/2017,10:47:25.0,0.0
228,2267030.739,1574184.839,137.252,Topo Continu,0.016,0.025,NetworkFix,1.6,11,13/04/2017,10:47:26.0,13/04/2017,10:47:26.0,0.0
229,2267030.411,1574184.777,137.234,Topo Continu,0.012,0.019,NetworkFix,1.6,11,13/04/2017,10:47:27.0,13/04/2017,10:47:27.0,0.0
230,2267030.008,1574184.683,137.236,Topo Continu,0.013,0.021,NetworkFix,1.6,11,13/04/2017,10:47:28.0,13/04/2017,10:47:28.0,0.0
231,2267029.797,1574184.636,137.242,Topo Continu,0.010,0.017,NetworkFix,1.6,11,13/04/2017,10:47:29.0,13/04/2017,10:47:29.0,0.0
232,2267029.072,1574184.418,137.214,Topo Continu,0.012,0.020,NetworkFix,1.6,11,13/04/2017,10:47:31.0,13/04/2017,10:47:31.0,0.0
233,2267028.774,1574184.263,137.237,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:47:32.0,13/04/2017,10:47:32.0,0.0
234,2267028.457,1574184.101,137.235,Topo Continu,0.009,0.014,NetworkFix,1.6,12,13/04/2017,10:47:33.0,13/04/2017,10:47:33.0,0.0
235,2267028.147,1574183.928,137.233,Topo Continu,0.010,0.017,NetworkFix,1.6,12,13/04/2017,10:47:34.0,13/04/2017,10:47:34.0,0.0
236,2267027.813,1574183.727,137.252,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:47:35.0,13/04/2017,10:47:35.0,0.0
237,2267027.451,1574183.532,137.233,Topo Continu,0.011,0.020,NetworkFix,1.6,12,13/04/2017,10:47:36.0,13/04/2017,10:47:36.0,0.0
238,2267027.102,1574183.337,137.222,Topo Continu,0.013,0.022,NetworkFix,1.6,12,13/04/2017,10:47:37.0,13/04/2017,10:47:37.0,0.0
239,2267026.750,1574183.125,137.223,Topo Continu,0.009,0.014,NetworkFix,1.6,12,13/04/2017,10:47:38.0,13/04/2017,10:47:38.0,0.0
240,2267026.376,1574182.903,137.221,Topo Continu,0.008,0.013,NetworkFix,1.6,12,13/04/2017,10:47:39.0,13/04/2017,10:47:39.0,0.0
241,2267026.032,1574182.690,137.222,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:47:40.0,13/04/2017,10:47:40.0,0.0
242,2267025.722,1574182.444,137.223,Topo Continu,0.011,0.019,NetworkFix,1.6,11,13/04/2017,10:47:41.0,13/04/2017,10:47:41.0,0.0
243,2267025.428,1574182.141,137.231,Topo Continu,0.006,0.011,NetworkFix,1.6,11,13/04/2017,10:47:42.0,13/04/2017,10:47:42.0,0.0
244,2267025.108,1574181.836,137.227,Topo Continu,0.010,0.017,NetworkFix,1.6,11,13/04/2017,10:47:43.0,13/04/2017,10:47:43.0,0.0
245,2267024.791,1574181.509,137.234,Topo Continu,0.014,0.024,NetworkFix,1.6,11,13/04/2017,10:47:44.0,13/04/2017,10:47:44.0,0.0
246,2267024.468,1574181.172,137.226,Topo Continu,0.021,0.035,NetworkFix,1.6,11,13/04/2017,10:47:45.0,13/04/2017,10:47:45.0,0.0
247,2267024.121,1574180.858,137.236,Topo Continu,0.018,0.031,NetworkFix,1.6,11,13/04/2017,10:47:46.0,13/04/2017,10:47:46.0,0.0
248,2267023.738,1574180.540,137.237,Topo Continu,0.009,0.016,NetworkFix,1.6,12,13/04/2017,10:47:47.0,13/04/2017,10:47:47.0,0.0
249,2267023.325,1574180.251,137.239,Topo Continu,0.014,0.024,NetworkFix,1.6,12,13/04/2017,10:47:48.0,13/04/2017,10:47:48.0,0.0
250,2267022.891,1574180.007,137.236,Topo Continu,0.011,0.020,NetworkFix,1.6,12,13/04/2017,10:47:49.0,13/04/2017,10:47:49.0,0.0
251,2267022.451,1574179.782,137.235,Topo Continu,0.018,0.030,NetworkFix,1.6,12,13/04/2017,10:47:50.0,13/04/2017,10:47:50.0,0.0
252,2267022.018,1574179.575,137.216,Topo Continu,0.013,0.021,NetworkFix,1.6,12,13/04/2017,10:47:51.0,13/04/2017,10:47:51.0,0.0
253,2267021.622,1574179.379,137.230,Topo Continu,0.009,0.015,NetworkFix,1.6,12,13/04/2017,10:47:52.0,13/04/2017,10:47:52.0,0.0
254,2267021.256,1574179.171,137.230,Topo Continu,0.016,0.027,NetworkFix,1.6,12,13/04/2017,10:47:53.0,13/04/2017,10:47:53.0,0.0
255,2267020.929,1574178.949,137.243,Topo Continu,0.018,0.030,NetworkFix,1.6,12,13/04/2017,10:47:54.0,13/04/2017,10:47:54.0,0.0
256,2267020.554,1574178.669,137.240,Topo Continu,0.011,0.020,NetworkFix,1.6,12,13/04/2017,10:47:55.0,13/04/2017,10:47:55.0,0.0
257,2267020.305,1574178.470,137.243,Topo Continu,0.014,0.023,NetworkFix,1.6,12,13/04/2017,10:47:56.0,13/04/2017,10:47:56.0,0.0
258,2267019.923,1574178.143,137.254,Topo Continu,0.011,0.018,NetworkFix,1.6,12,13/04/2017,10:47:57.0,13/04/2017,10:47:57.0,0.0
259,2267019.595,1574177.864,137.255,Topo Continu,0.013,0.021,NetworkFix,1.6,12,13/04/2017,10:47:58.0,13/04/2017,10:47:58.0,0.0
260,2267019.250,1574177.573,137.222,Topo Continu,0.019,0.032,NetworkFix,1.6,12,13/04/2017,10:47:59.0,13/04/2017,10:47:59.0,0.0
261,2267019.025,1574177.394,137.242,Topo Continu,0.021,0.036,NetworkFix,1.6,12,13/04/2017,10:48:00.0,13/04/2017,10:48:00.0,0.0
262,2267018.540,1574176.962,137.275,Topo Continu,0.015,0.025,NetworkFix,1.6,12,13/04/2017,10:48:01.0,13/04/2017,10:48:01.0,0.0
263,2267018.253,1574176.730,137.326,Topo Continu,0.024,0.038,NetworkFix,1.6,12,13/04/2017,10:48:02.0,13/04/2017,10:48:02.0,0.0
264,2267017.820,1574176.490,137.320,Topo Continu,0.026,0.044,NetworkFix,1.6,12,13/04/2017,10:48:03.0,13/04/2017,10:48:03.0,0.0
265,2267017.376,1574176.259,137.324,Topo Continu,0.030,0.048,NetworkFix,1.6,12,13/04/2017,10:48:04.0,13/04/2017,10:48:04.0,0.0
266,2267016.868,1574176.090,137.249,Topo Continu,0.020,0.032,NetworkFix,1.6,12,13/04/2017,10:48:05.0,13/04/2017,10:48:05.0,0.0
267,2267016.458,1574175.927,137.228,Topo Continu,0.016,0.026,NetworkFix,1.6,12,13/04/2017,10:48:06.0,13/04/2017,10:48:06.0,0.0
268,2267016.063,1574175.744,137.227,Topo Continu,0.019,0.030,NetworkFix,1.6,12,13/04/2017,10:48:07.0,13/04/2017,10:48:07.0,0.0
269,2267015.662,1574175.536,137.236,Topo Continu,0.012,0.019,NetworkFix,1.6,11,13/04/2017,10:48:08.0,13/04/2017,10:48:08.0,0.0
270,2267015.133,1574175.299,137.229,Topo Continu,0.016,0.026,NetworkFix,1.6,11,13/04/2017,10:48:09.0,13/04/2017,10:48:09.0,0.0
271,2267014.765,1574175.133,137.248,Topo Continu,0.019,0.030,NetworkFix,1.6,11,13/04/2017,10:48:10.0,13/04/2017,10:48:10.0,0.0
272,2267014.388,1574174.978,137.232,Topo Continu,0.015,0.022,NetworkFix,1.6,11,13/04/2017,10:48:11.0,13/04/2017,10:48:11.0,0.0
273,2267013.330,1574174.600,137.237,Topo Continu,0.012,0.018,NetworkFix,1.5,10,13/04/2017,10:48:13.0,13/04/2017,10:48:13.0,0.0
274,2267012.880,1574174.456,137.220,Topo Continu,0.011,0.018,NetworkFix,1.5,10,13/04/2017,10:48:14.0,13/04/2017,10:48:14.0,0.0
275,2267012.443,1574174.306,137.212,Topo Continu,0.018,0.028,NetworkFix,1.5,10,13/04/2017,10:48:15.0,13/04/2017,10:48:15.0,0.0
276,2267012.045,1574174.163,137.222,Topo Continu,0.017,0.026,NetworkFix,1.5,10,13/04/2017,10:48:16.0,13/04/2017,10:48:16.0,0.0
277,2267011.701,1574174.003,137.241,Topo Continu,0.014,0.023,NetworkFix,1.5,10,13/04/2017,10:48:17.0,13/04/2017,10:48:17.0,0.0
278,2267011.367,1574173.829,137.244,Topo Continu,0.017,0.026,NetworkFix,1.5,10,13/04/2017,10:48:18.0,13/04/2017,10:48:18.0,0.0
279,2267011.061,1574173.638,137.231,Topo Continu,0.014,0.023,NetworkFix,1.5,10,13/04/2017,10:48:19.0,13/04/2017,10:48:19.0,0.0
280,2267010.748,1574173.420,137.214,Topo Continu,0.011,0.018,NetworkFix,1.5,10,13/04/2017,10:48:20.0,13/04/2017,10:48:20.0,0.0
281,2267010.414,1574173.174,137.230,Topo Continu,0.013,0.022,NetworkFix,1.5,10,13/04/2017,10:48:21.0,13/04/2017,10:48:21.0,0.0
282,2267010.039,1574172.943,137.203,Topo Continu,0.013,0.023,NetworkFix,1.5,12,13/04/2017,10:48:22.0,13/04/2017,10:48:22.0,0.0
283,2267009.618,1574172.732,137.205,Topo Continu,0.017,0.028,NetworkFix,1.5,12,13/04/2017,10:48:23.0,13/04/2017,10:48:23.0,0.0
284,2267009.171,1574172.518,137.215,Topo Continu,0.014,0.022,NetworkFix,1.5,13,13/04/2017,10:48:24.0,13/04/2017,10:48:24.0,0.0
285,2267008.750,1574172.322,137.233,Topo Continu,0.012,0.019,NetworkFix,1.5,13,13/04/2017,10:48:25.0,13/04/2017,10:48:25.0,0.0
286,2267008.417,1574172.164,137.230,Topo Continu,0.015,0.024,NetworkFix,1.5,13,13/04/2017,10:48:26.0,13/04/2017,10:48:26.0,0.0
287,2267007.947,1574171.937,137.220,Topo Continu,0.010,0.017,NetworkFix,1.5,13,13/04/2017,10:48:27.0,13/04/2017,10:48:27.0,0.0
288,2267007.580,1574171.734,137.226,Topo Continu,0.013,0.020,NetworkFix,1.5,13,13/04/2017,10:48:28.0,13/04/2017,10:48:28.0,0.0
289,2267007.208,1574171.525,137.236,Topo Continu,0.010,0.017,NetworkFix,1.5,13,13/04/2017,10:48:29.0,13/04/2017,10:48:29.0,0.0
290,2267006.801,1574171.320,137.239,Topo Continu,0.008,0.014,NetworkFix,1.5,13,13/04/2017,10:48:30.0,13/04/2017,10:48:30.0,0.0
291,2267006.451,1574171.152,137.228,Topo Continu,0.009,0.016,NetworkFix,1.5,13,13/04/2017,10:48:31.0,13/04/2017,10:48:31.0,0.0
292,2267005.908,1574170.935,137.235,Topo Continu,0.013,0.022,NetworkFix,1.5,13,13/04/2017,10:48:32.0,13/04/2017,10:48:32.0,0.0
293,2267005.469,1574170.784,137.248,Topo Continu,0.015,0.024,NetworkFix,1.5,13,13/04/2017,10:48:33.0,13/04/2017,10:48:33.0,0.0
294,2267005.015,1574170.643,137.248,Topo Continu,0.010,0.018,NetworkFix,1.5,13,13/04/2017,10:48:34.0,13/04/2017,10:48:34.0,0.0
295,2267004.543,1574170.543,137.249,Topo Continu,0.012,0.018,NetworkFix,1.5,13,13/04/2017,10:48:35.0,13/04/2017,10:48:35.0,0.0
296,2267004.055,1574170.460,137.231,Topo Continu,0.018,0.030,NetworkFix,1.5,13,13/04/2017,10:48:36.0,13/04/2017,10:48:36.0,0.0
297,2267003.587,1574170.413,137.248,Topo Continu,0.017,0.029,NetworkFix,1.5,12,13/04/2017,10:48:37.0,13/04/2017,10:48:37.0,0.0
298,2267003.147,1574170.395,137.261,Topo Continu,0.025,0.041,NetworkFix,1.5,12,13/04/2017,10:48:38.0,13/04/2017,10:48:38.0,0.0
299,2267002.674,1574170.357,137.259,Topo Continu,0.026,0.045,NetworkFix,1.6,12,13/04/2017,10:48:39.0,13/04/2017,10:48:39.0,0.0
300,2267002.471,1574170.320,137.257,Topo Continu,0.021,0.035,NetworkFix,1.7,12,13/04/2017,10:48:40.0,13/04/2017,10:48:40.0,0.0
301,2267002.147,1574170.257,137.248,Topo Continu,0.022,0.037,NetworkFix,1.7,12,13/04/2017,10:48:41.0,13/04/2017,10:48:41.0,0.0
302,2267001.829,1574170.177,137.232,Topo Continu,0.007,0.013,NetworkFix,1.7,12,13/04/2017,10:48:42.0,13/04/2017,10:48:42.0,0.0
303,2267001.542,1574170.053,137.231,Topo Continu,0.007,0.012,NetworkFix,1.7,12,13/04/2017,10:48:43.0,13/04/2017,10:48:43.0,0.0
304,2267001.159,1574169.869,137.240,Topo Continu,0.009,0.015,NetworkFix,1.7,12,13/04/2017,10:48:44.0,13/04/2017,10:48:44.0,0.0
305,2267000.889,1574169.738,137.226,Topo Continu,0.008,0.014,NetworkFix,1.7,12,13/04/2017,10:48:45.0,13/04/2017,10:48:45.0,0.0
306,2267000.226,1574169.322,137.238,Topo Continu,0.011,0.018,NetworkFix,1.7,12,13/04/2017,10:48:47.0,13/04/2017,10:48:47.0,0.0
307,2266999.876,1574169.096,137.240,Topo Continu,0.012,0.020,NetworkFix,1.7,10,13/04/2017,10:48:48.0,13/04/2017,10:48:48.0,0.0
308,2266999.497,1574168.862,137.224,Topo Continu,0.011,0.020,NetworkFix,1.7,12,13/04/2017,10:48:49.0,13/04/2017,10:48:49.0,0.0
309,2266999.105,1574168.625,137.235,Topo Continu,0.013,0.021,NetworkFix,1.7,12,13/04/2017,10:48:50.0,13/04/2017,10:48:50.0,0.0
310,2266998.702,1574168.415,137.252,Topo Continu,0.012,0.020,NetworkFix,1.7,12,13/04/2017,10:48:51.0,13/04/2017,10:48:51.0,0.0
311,2266998.348,1574168.216,137.245,Topo Continu,0.010,0.016,NetworkFix,1.7,12,13/04/2017,10:48:52.0,13/04/2017,10:48:52.0,0.0
312,2266998.030,1574168.000,137.245,Topo Continu,0.012,0.020,NetworkFix,1.7,12,13/04/2017,10:48:53.0,13/04/2017,10:48:53.0,0.0
313,2266997.655,1574167.733,137.229,Topo Continu,0.010,0.016,NetworkFix,1.7,11,13/04/2017,10:48:54.0,13/04/2017,10:48:54.0,0.0
314,2266997.200,1574167.451,137.245,Topo Continu,0.011,0.018,NetworkFix,1.7,11,13/04/2017,10:48:55.0,13/04/2017,10:48:55.0,0.0
315,2266996.694,1574167.238,137.216,Topo Continu,0.017,0.027,NetworkFix,1.7,11,13/04/2017,10:48:56.0,13/04/2017,10:48:56.0,0.0
316,2266996.370,1574167.129,137.232,Topo Continu,0.015,0.025,NetworkFix,1.7,11,13/04/2017,10:48:57.0,13/04/2017,10:48:57.0,0.0
317,2266995.830,1574166.980,137.245,Topo Continu,0.012,0.020,NetworkFix,1.7,11,13/04/2017,10:48:58.0,13/04/2017,10:48:58.0,0.0
318,2266995.370,1574166.921,137.252,Topo Continu,0.021,0.035,NetworkFix,1.7,11,13/04/2017,10:48:59.0,13/04/2017,10:48:59.0,0.0
319,2266994.882,1574166.898,137.250,Topo Continu,0.020,0.033,NetworkFix,1.7,11,13/04/2017,10:49:00.0,13/04/2017,10:49:00.0,0.0
320,2266994.429,1574166.923,137.305,Topo Continu,0.029,0.048,NetworkFix,1.8,11,13/04/2017,10:49:01.0,13/04/2017,10:49:01.0,0.0
321,2266993.892,1574166.953,137.283,Topo Continu,0.035,0.058,NetworkFix,1.7,11,13/04/2017,10:49:02.0,13/04/2017,10:49:02.0,0.0
322,2266993.290,1574166.891,137.285,Topo Continu,0.016,0.027,NetworkFix,1.8,11,13/04/2017,10:49:04.0,13/04/2017,10:49:04.0,0.0
323,2266993.085,1574166.869,137.266,Topo Continu,0.020,0.033,NetworkFix,1.8,11,13/04/2017,10:49:05.0,13/04/2017,10:49:05.0,0.0
324,2266992.739,1574166.792,137.268,Topo Continu,0.014,0.023,NetworkFix,1.8,11,13/04/2017,10:49:06.0,13/04/2017,10:49:06.0,0.0
325,2266992.493,1574166.733,137.245,Topo Continu,0.011,0.018,NetworkFix,1.8,11,13/04/2017,10:49:07.0,13/04/2017,10:49:07.0,0.0
326,2266992.256,1574166.667,137.250,Topo Continu,0.012,0.019,NetworkFix,1.8,11,13/04/2017,10:49:08.0,13/04/2017,10:49:08.0,0.0
327,2266991.999,1574166.579,137.248,Topo Continu,0.009,0.014,NetworkFix,1.8,11,13/04/2017,10:49:09.0,13/04/2017,10:49:09.0,0.0
328,2266991.755,1574166.460,137.260,Topo Continu,0.007,0.011,NetworkFix,1.8,11,13/04/2017,10:49:10.0,13/04/2017,10:49:10.0,0.0
329,2266991.512,1574166.321,137.247,Topo Continu,0.006,0.011,NetworkFix,1.8,11,13/04/2017,10:49:11.0,13/04/2017,10:49:11.0,0.0
330,2266991.150,1574166.093,137.237,Topo Continu,0.008,0.013,NetworkFix,1.8,11,13/04/2017,10:49:12.0,13/04/2017,10:49:12.0,0.0
331,2266990.879,1574165.914,137.239,Topo Continu,0.011,0.018,NetworkFix,1.9,11,13/04/2017,10:49:13.0,13/04/2017,10:49:13.0,0.0
332,2266990.517,1574165.682,137.235,Topo Continu,0.007,0.011,NetworkFix,1.8,11,13/04/2017,10:49:14.0,13/04/2017,10:49:14.0,0.0
333,2266989.757,1574165.227,137.234,Topo Continu,0.011,0.018,NetworkFix,1.8,11,13/04/2017,10:49:16.0,13/04/2017,10:49:16.0,0.0
334,2266989.410,1574165.009,137.256,Topo Continu,0.009,0.013,NetworkFix,1.8,11,13/04/2017,10:49:17.0,13/04/2017,10:49:17.0,0.0
335,2266989.024,1574164.772,137.230,Topo Continu,0.007,0.012,NetworkFix,1.8,11,13/04/2017,10:49:18.0,13/04/2017,10:49:18.0,0.0
336,2266988.648,1574164.537,137.243,Topo Continu,0.007,0.011,NetworkFix,1.8,11,13/04/2017,10:49:19.0,13/04/2017,10:49:19.0,0.0
337,2266988.264,1574164.298,137.236,Topo Continu,0.011,0.017,NetworkFix,1.9,11,13/04/2017,10:49:20.0,13/04/2017,10:49:20.0,0.0
338,2266987.873,1574164.064,137.242,Topo Continu,0.007,0.012,NetworkFix,1.9,11,13/04/2017,10:49:21.0,13/04/2017,10:49:21.0,0.0
339,2266987.478,1574163.835,137.259,Topo Continu,0.011,0.018,NetworkFix,1.9,11,13/04/2017,10:49:22.0,13/04/2017,10:49:22.0,0.0
340,2266987.096,1574163.621,137.242,Topo Continu,0.008,0.012,NetworkFix,1.9,11,13/04/2017,10:49:23.0,13/04/2017,10:49:23.0,0.0
341,2266986.683,1574163.399,137.220,Topo Continu,0.011,0.016,NetworkFix,1.9,11,13/04/2017,10:49:24.0,13/04/2017,10:49:24.0,0.0
342,2266986.257,1574163.181,137.231,Topo Continu,0.007,0.012,NetworkFix,1.9,11,13/04/2017,10:49:25.0,13/04/2017,10:49:25.0,0.0
343,2266985.812,1574162.967,137.239,Topo Continu,0.014,0.021,NetworkFix,1.9,11,13/04/2017,10:49:26.0,13/04/2017,10:49:26.0,0.0
344,2266985.373,1574162.776,137.230,Topo Continu,0.009,0.015,NetworkFix,1.9,10,13/04/2017,10:49:27.0,13/04/2017,10:49:27.0,0.0
345,2266984.996,1574162.585,137.230,Topo Continu,0.007,0.012,NetworkFix,1.9,10,13/04/2017,10:49:28.0,13/04/2017,10:49:28.0,0.0
346,2266984.713,1574162.425,137.238,Topo Continu,0.008,0.013,NetworkFix,1.9,10,13/04/2017,10:49:29.0,13/04/2017,10:49:29.0,0.0
347,2266984.269,1574162.166,137.226,Topo Continu,0.009,0.014,NetworkFix,1.9,10,13/04/2017,10:49:30.0,13/04/2017,10:49:30.0,0.0
