Point,North,East,Elev,Description,Hz Prec,Vt Prec,Solution,PDOP,Sats,Start Date,Start Time,End Date,End Time,Duration
522,2267025.749,1574172.622,137.244,Topo Continu,0.006,0.011,NetworkFix,1.2,12,13/04/2017,10:52:42.0,13/04/2017,10:52:42.0,0.0
523,2267026.292,1574172.903,137.247,Topo Continu,0.007,0.012,NetworkFix,1.2,12,13/04/2017,10:52:43.0,13/04/2017,10:52:43.0,0.0
524,2267026.834,1574173.195,137.245,Topo Continu,0.008,0.014,NetworkFix,1.2,13,13/04/2017,10:52:44.0,13/04/2017,10:52:44.0,0.0
525,2267027.363,1574173.498,137.231,Topo Continu,0.009,0.017,NetworkFix,1.2,13,13/04/2017,10:52:45.0,13/04/2017,10:52:45.0,0.0
526,2267027.880,1574173.808,137.235,Topo Continu,0.009,0.017,NetworkFix,1.2,13,13/04/2017,10:52:46.0,13/04/2017,10:52:46.0,0.0
527,2267028.387,1574174.121,137.236,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:52:47.0,13/04/2017,10:52:47.0,0.0
528,2267028.895,1574174.410,137.226,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:52:48.0,13/04/2017,10:52:48.0,0.0
529,2267029.405,1574174.688,137.242,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:52:49.0,13/04/2017,10:52:49.0,0.0
530,2267029.927,1574174.955,137.251,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:52:50.0,13/04/2017,10:52:50.0,0.0
531,2267030.457,1574175.201,137.243,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:52:51.0,13/04/2017,10:52:51.0,0.0
532,2267030.977,1574175.430,137.249,Topo Continu,0.006,0.012,NetworkFix,1.2,13,13/04/2017,10:52:52.0,13/04/2017,10:52:52.0,0.0
533,2267031.479,1574175.645,137.244,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:52:53.0,13/04/2017,10:52:53.0,0.0
534,2267031.969,1574175.879,137.249,Topo Continu,0.009,0.014,NetworkFix,1.2,13,13/04/2017,10:52:54.0,13/04/2017,10:52:54.0,0.0
535,2267032.439,1574176.133,137.246,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:52:55.0,13/04/2017,10:52:55.0,0.0
536,2267032.898,1574176.402,137.251,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:52:56.0,13/04/2017,10:52:56.0,0.0
537,2267033.348,1574176.683,137.234,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:52:57.0,13/04/2017,10:52:57.0,0.0
538,2267033.792,1574176.987,137.250,Topo Continu,0.009,0.014,NetworkFix,1.2,13,13/04/2017,10:52:58.0,13/04/2017,10:52:58.0,0.0
539,2267034.227,1574177.297,137.254,Topo Continu,0.006,0.012,NetworkFix,1.2,13,13/04/2017,10:52:59.0,13/04/2017,10:52:59.0,0.0
540,2267034.670,1574177.599,137.242,Topo Continu,0.009,0.016,NetworkFix,1.2,13,13/04/2017,10:53:00.0,13/04/2017,10:53:00.0,0.0
541,2267035.119,1574177.895,137.226,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:01.0,13/04/2017,10:53:01.0,0.0
542,2267035.685,1574178.238,137.241,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:53:02.0,13/04/2017,10:53:02.0,0.0
543,2267036.175,1574178.486,137.237,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:53:03.0,13/04/2017,10:53:03.0,0.0
544,2267036.683,1574178.719,137.237,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:04.0,13/04/2017,10:53:04.0,0.0
545,2267037.208,1574178.929,137.245,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:05.0,13/04/2017,10:53:05.0,0.0
546,2267037.748,1574179.106,137.243,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:06.0,13/04/2017,10:53:06.0,0.0
547,2267038.266,1574179.257,137.254,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:07.0,13/04/2017,10:53:07.0,0.0
548,2267038.556,1574179.337,137.252,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:53:08.0,13/04/2017,10:53:08.0,0.0
549,2267039.110,1574179.501,137.243,Topo Continu,0.009,0.015,NetworkFix,1.2,13,13/04/2017,10:53:09.0,13/04/2017,10:53:09.0,0.0
550,2267039.556,1574179.641,137.258,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:53:10.0,13/04/2017,10:53:10.0,0.0
551,2267040.096,1574179.813,137.236,Topo Continu,0.011,0.017,NetworkFix,1.2,13,13/04/2017,10:53:11.0,13/04/2017,10:53:11.0,0.0
552,2267040.465,1574179.923,137.223,Topo Continu,0.011,0.018,NetworkFix,1.2,13,13/04/2017,10:53:12.0,13/04/2017,10:53:12.0,0.0
553,2267040.926,1574180.066,137.241,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:13.0,13/04/2017,10:53:13.0,0.0
554,2267041.438,1574180.297,137.257,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:14.0,13/04/2017,10:53:14.0,0.0
555,2267041.762,1574180.476,137.252,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:15.0,13/04/2017,10:53:15.0,0.0
556,2267042.154,1574180.726,137.243,Topo Continu,0.009,0.016,NetworkFix,1.2,13,13/04/2017,10:53:16.0,13/04/2017,10:53:16.0,0.0
557,2267042.547,1574180.990,137.246,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:17.0,13/04/2017,10:53:17.0,0.0
558,2267043.035,1574181.315,137.243,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:53:18.0,13/04/2017,10:53:18.0,0.0
559,2267043.280,1574181.472,137.248,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:19.0,13/04/2017,10:53:19.0,0.0
560,2267043.706,1574181.707,137.250,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:53:20.0,13/04/2017,10:53:20.0,0.0
561,2267044.248,1574181.939,137.234,Topo Continu,0.007,0.011,NetworkFix,1.2,13,13/04/2017,10:53:21.0,13/04/2017,10:53:21.0,0.0
562,2267044.705,1574182.092,137.244,Topo Continu,0.012,0.020,NetworkFix,1.2,13,13/04/2017,10:53:22.0,13/04/2017,10:53:22.0,0.0
563,2267045.599,1574182.363,137.241,Topo Continu,0.009,0.017,NetworkFix,1.2,13,13/04/2017,10:53:24.0,13/04/2017,10:53:24.0,0.0
564,2267046.008,1574182.510,137.260,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:25.0,13/04/2017,10:53:25.0,0.0
565,2267046.384,1574182.675,137.249,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:53:26.0,13/04/2017,10:53:26.0,0.0
566,2267046.732,1574182.875,137.245,Topo Continu,0.009,0.014,NetworkFix,1.2,13,13/04/2017,10:53:27.0,13/04/2017,10:53:27.0,0.0
567,2267047.062,1574183.105,137.247,Topo Continu,0.007,0.013,NetworkFix,1.2,14,13/04/2017,10:53:28.0,13/04/2017,10:53:28.0,0.0
568,2267047.366,1574183.380,137.238,Topo Continu,0.007,0.012,NetworkFix,1.2,14,13/04/2017,10:53:29.0,13/04/2017,10:53:29.0,0.0
569,2267047.650,1574183.699,137.221,Topo Continu,0.009,0.015,NetworkFix,1.2,14,13/04/2017,10:53:30.0,13/04/2017,10:53:30.0,0.0
570,2267047.923,1574184.056,137.229,Topo Continu,0.007,0.011,NetworkFix,1.2,14,13/04/2017,10:53:31.0,13/04/2017,10:53:31.0,0.0
571,2267048.145,1574184.365,137.222,Topo Continu,0.010,0.016,NetworkFix,1.2,14,13/04/2017,10:53:32.0,13/04/2017,10:53:32.0,0.0
572,2267048.462,1574184.857,137.243,Topo Continu,0.014,0.022,NetworkFix,1.2,14,13/04/2017,10:53:33.0,13/04/2017,10:53:33.0,0.0
573,2267048.706,1574185.302,137.244,Topo Continu,0.015,0.023,NetworkFix,1.2,14,13/04/2017,10:53:34.0,13/04/2017,10:53:34.0,0.0
574,2267048.933,1574185.765,137.243,Topo Continu,0.019,0.029,NetworkFix,1.2,14,13/04/2017,10:53:35.0,13/04/2017,10:53:35.0,0.0
575,2267049.144,1574186.235,137.237,Topo Continu,0.019,0.029,NetworkFix,1.2,14,13/04/2017,10:53:36.0,13/04/2017,10:53:36.0,0.0
576,2267049.381,1574186.734,137.256,Topo Continu,0.019,0.030,NetworkFix,1.2,14,13/04/2017,10:53:37.0,13/04/2017,10:53:37.0,0.0
577,2267049.671,1574187.235,137.268,Topo Continu,0.014,0.022,NetworkFix,1.2,14,13/04/2017,10:53:38.0,13/04/2017,10:53:38.0,0.0
578,2267050.071,1574187.746,137.255,Topo Continu,0.011,0.017,NetworkFix,1.2,13,13/04/2017,10:53:39.0,13/04/2017,10:53:39.0,0.0
579,2267050.275,1574187.971,137.254,Topo Continu,0.012,0.019,NetworkFix,1.2,13,13/04/2017,10:53:40.0,13/04/2017,10:53:40.0,0.0
580,2267050.650,1574188.330,137.239,Topo Continu,0.008,0.013,NetworkFix,1.2,13,13/04/2017,10:53:41.0,13/04/2017,10:53:41.0,0.0
581,2267051.149,1574188.712,137.245,Topo Continu,0.009,0.015,NetworkFix,1.2,13,13/04/2017,10:53:42.0,13/04/2017,10:53:42.0,0.0
582,2267052.094,1574189.178,137.236,Topo Continu,0.009,0.016,NetworkFix,1.2,13,13/04/2017,10:53:44.0,13/04/2017,10:53:44.0,0.0
583,2267052.551,1574189.358,137.251,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:53:45.0,13/04/2017,10:53:45.0,0.0
584,2267052.960,1574189.535,137.241,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:46.0,13/04/2017,10:53:46.0,0.0
585,2267053.362,1574189.715,137.249,Topo Continu,0.009,0.015,NetworkFix,1.2,13,13/04/2017,10:53:47.0,13/04/2017,10:53:47.0,0.0
586,2267053.765,1574189.909,137.248,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:53:48.0,13/04/2017,10:53:48.0,0.0
587,2267054.162,1574190.111,137.258,Topo Continu,0.008,0.013,NetworkFix,1.2,13,13/04/2017,10:53:49.0,13/04/2017,10:53:49.0,0.0
588,2267054.571,1574190.318,137.252,Topo Continu,0.006,0.011,NetworkFix,1.2,14,13/04/2017,10:53:50.0,13/04/2017,10:53:50.0,0.0
589,2267054.993,1574190.528,137.256,Topo Continu,0.008,0.014,NetworkFix,1.2,14,13/04/2017,10:53:51.0,13/04/2017,10:53:51.0,0.0
590,2267055.426,1574190.728,137.257,Topo Continu,0.008,0.013,NetworkFix,1.2,14,13/04/2017,10:53:52.0,13/04/2017,10:53:52.0,0.0
591,2267055.782,1574190.874,137.252,Topo Continu,0.011,0.017,NetworkFix,1.2,14,13/04/2017,10:53:53.0,13/04/2017,10:53:53.0,0.0
592,2267056.368,1574191.059,137.248,Topo Continu,0.008,0.014,NetworkFix,1.2,13,13/04/2017,10:53:54.0,13/04/2017,10:53:54.0,0.0
593,2267056.882,1574191.177,137.271,Topo Continu,0.012,0.018,NetworkFix,1.2,13,13/04/2017,10:53:55.0,13/04/2017,10:53:55.0,0.0
594,2267057.340,1574191.288,137.252,Topo Continu,0.010,0.017,NetworkFix,1.2,13,13/04/2017,10:53:56.0,13/04/2017,10:53:56.0,0.0
595,2267057.782,1574191.411,137.265,Topo Continu,0.011,0.017,NetworkFix,1.2,13,13/04/2017,10:53:57.0,13/04/2017,10:53:57.0,0.0
596,2267058.204,1574191.564,137.227,Topo Continu,0.010,0.017,NetworkFix,1.2,13,13/04/2017,10:53:58.0,13/04/2017,10:53:58.0,0.0
597,2267058.630,1574191.740,137.265,Topo Continu,0.013,0.021,NetworkFix,1.2,13,13/04/2017,10:53:59.0,13/04/2017,10:53:59.0,0.0
598,2267058.954,1574191.924,137.245,Topo Continu,0.012,0.018,NetworkFix,1.2,13,13/04/2017,10:54:00.0,13/04/2017,10:54:00.0,0.0
599,2267059.399,1574192.174,137.242,Topo Continu,0.009,0.015,NetworkFix,1.2,12,13/04/2017,10:54:01.0,13/04/2017,10:54:01.0,0.0
600,2267059.865,1574192.420,137.244,Topo Continu,0.008,0.014,NetworkFix,1.2,12,13/04/2017,10:54:02.0,13/04/2017,10:54:02.0,0.0
601,2267060.354,1574192.654,137.247,Topo Continu,0.008,0.013,NetworkFix,1.2,12,13/04/2017,10:54:03.0,13/04/2017,10:54:03.0,0.0
602,2267060.920,1574192.920,137.240,Topo Continu,0.006,0.010,NetworkFix,1.2,12,13/04/2017,10:54:04.0,13/04/2017,10:54:04.0,0.0
603,2267061.385,1574193.158,137.237,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:54:05.0,13/04/2017,10:54:05.0,0.0
604,2267062.282,1574193.699,137.236,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:54:07.0,13/04/2017,10:54:07.0,0.0
605,2267062.700,1574194.006,137.241,Topo Continu,0.011,0.018,NetworkFix,1.2,13,13/04/2017,10:54:08.0,13/04/2017,10:54:08.0,0.0
606,2267063.118,1574194.331,137.223,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:54:09.0,13/04/2017,10:54:09.0,0.0
607,2267063.592,1574194.620,137.240,Topo Continu,0.008,0.013,NetworkFix,1.2,13,13/04/2017,10:54:10.0,13/04/2017,10:54:10.0,0.0
608,2267064.084,1574194.859,137.235,Topo Continu,0.009,0.014,NetworkFix,1.2,13,13/04/2017,10:54:11.0,13/04/2017,10:54:11.0,0.0
609,2267064.586,1574195.060,137.238,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:54:12.0,13/04/2017,10:54:12.0,0.0
610,2267065.075,1574195.247,137.244,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:54:13.0,13/04/2017,10:54:13.0,0.0
611,2267065.596,1574195.431,137.239,Topo Continu,0.009,0.015,NetworkFix,1.2,13,13/04/2017,10:54:14.0,13/04/2017,10:54:14.0,0.0
612,2267066.111,1574195.583,137.235,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:54:15.0,13/04/2017,10:54:15.0,0.0
613,2267066.546,1574195.674,137.235,Topo Continu,0.007,0.014,NetworkFix,1.2,13,13/04/2017,10:54:16.0,13/04/2017,10:54:16.0,0.0
614,2267067.066,1574195.749,137.239,Topo Continu,0.007,0.014,NetworkFix,1.2,13,13/04/2017,10:54:17.0,13/04/2017,10:54:17.0,0.0
615,2267067.639,1574195.831,137.239,Topo Continu,0.007,0.013,NetworkFix,1.2,13,13/04/2017,10:54:18.0,13/04/2017,10:54:18.0,0.0
616,2267068.089,1574195.918,137.232,Topo Continu,0.006,0.011,NetworkFix,1.2,13,13/04/2017,10:54:19.0,13/04/2017,10:54:19.0,0.0
617,2267068.566,1574196.023,137.237,Topo Continu,0.006,0.010,NetworkFix,1.2,13,13/04/2017,10:54:20.0,13/04/2017,10:54:20.0,0.0
618,2267069.051,1574196.140,137.232,Topo Continu,0.007,0.012,NetworkFix,1.2,13,13/04/2017,10:54:21.0,13/04/2017,10:54:21.0,0.0
619,2267069.549,1574196.251,137.228,Topo Continu,0.009,0.014,NetworkFix,1.3,13,13/04/2017,10:54:22.0,13/04/2017,10:54:22.0,0.0
620,2267070.076,1574196.345,137.231,Topo Continu,0.012,0.020,NetworkFix,1.3,13,13/04/2017,10:54:23.0,13/04/2017,10:54:23.0,0.0
621,2267070.607,1574196.420,137.237,Topo Continu,0.008,0.014,NetworkFix,1.3,13,13/04/2017,10:54:24.0,13/04/2017,10:54:24.0,0.0
622,2267071.123,1574196.493,137.237,Topo Continu,0.006,0.011,NetworkFix,1.3,13,13/04/2017,10:54:25.0,13/04/2017,10:54:25.0,0.0
623,2267071.546,1574196.553,137.245,Topo Continu,0.011,0.018,NetworkFix,1.3,13,13/04/2017,10:54:26.0,13/04/2017,10:54:26.0,0.0
624,2267072.066,1574196.612,137.242,Topo Continu,0.007,0.013,NetworkFix,1.3,13,13/04/2017,10:54:27.0,13/04/2017,10:54:27.0,0.0
625,2267072.598,1574196.668,137.236,Topo Continu,0.012,0.021,NetworkFix,1.3,13,13/04/2017,10:54:28.0,13/04/2017,10:54:28.0,0.0
626,2267073.228,1574196.730,137.233,Topo Continu,0.009,0.015,NetworkFix,1.3,13,13/04/2017,10:54:29.0,13/04/2017,10:54:29.0,0.0
627,2267074.212,1574196.874,137.241,Topo Continu,0.009,0.016,NetworkFix,1.3,13,13/04/2017,10:54:31.0,13/04/2017,10:54:31.0,0.0
628,2267074.714,1574196.963,137.225,Topo Continu,0.006,0.012,NetworkFix,1.3,13,13/04/2017,10:54:32.0,13/04/2017,10:54:32.0,0.0
629,2267075.235,1574197.042,137.249,Topo Continu,0.006,0.010,NetworkFix,1.3,13,13/04/2017,10:54:33.0,13/04/2017,10:54:33.0,0.0
630,2267075.741,1574197.123,137.245,Topo Continu,0.010,0.017,NetworkFix,1.3,13,13/04/2017,10:54:34.0,13/04/2017,10:54:34.0,0.0
631,2267076.266,1574197.214,137.247,Topo Continu,0.012,0.020,NetworkFix,1.3,13,13/04/2017,10:54:35.0,13/04/2017,10:54:35.0,0.0
632,2267076.780,1574197.314,137.248,Topo Continu,0.014,0.022,NetworkFix,1.3,13,13/04/2017,10:54:36.0,13/04/2017,10:54:36.0,0.0
633,2267077.300,1574197.440,137.244,Topo Continu,0.009,0.016,NetworkFix,1.3,13,13/04/2017,10:54:37.0,13/04/2017,10:54:37.0,0.0
634,2267077.817,1574197.550,137.232,Topo Continu,0.006,0.010,NetworkFix,1.3,13,13/04/2017,10:54:38.0,13/04/2017,10:54:38.0,0.0
635,2267078.357,1574197.653,137.248,Topo Continu,0.006,0.010,NetworkFix,1.3,14,13/04/2017,10:54:39.0,13/04/2017,10:54:39.0,0.0
636,2267078.780,1574197.725,137.237,Topo Continu,0.007,0.012,NetworkFix,1.3,14,13/04/2017,10:54:40.0,13/04/2017,10:54:40.0,0.0
637,2267079.420,1574197.838,137.235,Topo Continu,0.006,0.011,NetworkFix,1.3,14,13/04/2017,10:54:41.0,13/04/2017,10:54:41.0,0.0
638,2267079.952,1574197.936,137.240,Topo Continu,0.009,0.015,NetworkFix,1.3,14,13/04/2017,10:54:42.0,13/04/2017,10:54:42.0,0.0
639,2267080.484,1574198.049,137.241,Topo Continu,0.007,0.014,NetworkFix,1.3,14,13/04/2017,10:54:43.0,13/04/2017,10:54:43.0,0.0
640,2267081.013,1574198.150,137.229,Topo Continu,0.006,0.010,NetworkFix,1.3,14,13/04/2017,10:54:44.0,13/04/2017,10:54:44.0,0.0
641,2267081.545,1574198.265,137.241,Topo Continu,0.006,0.011,NetworkFix,1.3,14,13/04/2017,10:54:45.0,13/04/2017,10:54:45.0,0.0
642,2267082.073,1574198.402,137.238,Topo Continu,0.006,0.011,NetworkFix,1.3,14,13/04/2017,10:54:46.0,13/04/2017,10:54:46.0,0.0
643,2267082.690,1574198.598,137.227,Topo Continu,0.009,0.015,NetworkFix,1.3,14,13/04/2017,10:54:47.0,13/04/2017,10:54:47.0,0.0
644,2267083.011,1574198.710,137.238,Topo Continu,0.012,0.022,NetworkFix,1.3,14,13/04/2017,10:54:48.0,13/04/2017,10:54:48.0,0.0
645,2267083.653,1574198.924,137.232,Topo Continu,0.009,0.014,NetworkFix,1.3,14,13/04/2017,10:54:49.0,13/04/2017,10:54:49.0,0.0
646,2267084.684,1574199.341,137.234,Topo Continu,0.011,0.019,NetworkFix,1.3,14,13/04/2017,10:54:51.0,13/04/2017,10:54:51.0,0.0
647,2267085.194,1574199.590,137.223,Topo Continu,0.011,0.019,NetworkFix,1.3,13,13/04/2017,10:54:52.0,13/04/2017,10:54:52.0,0.0
648,2267085.719,1574199.834,137.226,Topo Continu,0.007,0.012,NetworkFix,1.3,13,13/04/2017,10:54:53.0,13/04/2017,10:54:53.0,0.0
649,2267086.253,1574200.074,137.229,Topo Continu,0.007,0.013,NetworkFix,1.3,13,13/04/2017,10:54:54.0,13/04/2017,10:54:54.0,0.0
650,2267086.794,1574200.298,137.232,Topo Continu,0.006,0.011,NetworkFix,1.3,14,13/04/2017,10:54:55.0,13/04/2017,10:54:55.0,0.0
651,2267087.340,1574200.505,137.238,Topo Continu,0.007,0.012,NetworkFix,1.3,14,13/04/2017,10:54:56.0,13/04/2017,10:54:56.0,0.0
652,2267087.885,1574200.716,137.241,Topo Continu,0.007,0.012,NetworkFix,1.3,14,13/04/2017,10:54:57.0,13/04/2017,10:54:57.0,0.0
653,2267088.422,1574200.945,137.237,Topo Continu,0.008,0.014,NetworkFix,1.3,14,13/04/2017,10:54:58.0,13/04/2017,10:54:58.0,0.0
654,2267088.974,1574201.196,137.242,Topo Continu,0.007,0.013,NetworkFix,1.3,14,13/04/2017,10:54:59.0,13/04/2017,10:54:59.0,0.0
655,2267089.548,1574201.453,137.243,Topo Continu,0.007,0.012,NetworkFix,1.3,14,13/04/2017,10:55:00.0,13/04/2017,10:55:00.0,0.0
656,2267090.141,1574201.677,137.244,Topo Continu,0.009,0.014,NetworkFix,1.3,14,13/04/2017,10:55:01.0,13/04/2017,10:55:01.0,0.0
657,2267090.767,1574201.859,137.261,Topo Continu,0.014,0.024,NetworkFix,1.3,14,13/04/2017,10:55:02.0,13/04/2017,10:55:02.0,0.0
658,2267091.385,1574202.007,137.238,Topo Continu,0.011,0.019,NetworkFix,1.3,14,13/04/2017,10:55:03.0,13/04/2017,10:55:03.0,0.0
659,2267091.978,1574202.149,137.235,Topo Continu,0.014,0.024,NetworkFix,1.3,14,13/04/2017,10:55:04.0,13/04/2017,10:55:04.0,0.0
660,2267092.563,1574202.296,137.231,Topo Continu,0.014,0.023,NetworkFix,1.3,14,13/04/2017,10:55:05.0,13/04/2017,10:55:05.0,0.0
661,2267093.153,1574202.444,137.230,Topo Continu,0.009,0.015,NetworkFix,1.3,13,13/04/2017,10:55:06.0,13/04/2017,10:55:06.0,0.0
662,2267093.751,1574202.586,137.238,Topo Continu,0.012,0.021,NetworkFix,1.3,13,13/04/2017,10:55:07.0,13/04/2017,10:55:07.0,0.0
663,2267094.341,1574202.743,137.245,Topo Continu,0.014,0.024,NetworkFix,1.3,13,13/04/2017,10:55:08.0,13/04/2017,10:55:08.0,0.0
664,2267094.913,1574202.924,137.235,Topo Continu,0.007,0.012,NetworkFix,1.3,13,13/04/2017,10:55:09.0,13/04/2017,10:55:09.0,0.0
665,2267095.476,1574203.124,137.231,Topo Continu,0.006,0.011,NetworkFix,1.3,13,13/04/2017,10:55:10.0,13/04/2017,10:55:10.0,0.0
666,2267096.028,1574203.333,137.214,Topo Continu,0.008,0.014,NetworkFix,1.3,13,13/04/2017,10:55:11.0,13/04/2017,10:55:11.0,0.0
667,2267096.566,1574203.521,137.227,Topo Continu,0.009,0.014,NetworkFix,1.3,13,13/04/2017,10:55:12.0,13/04/2017,10:55:12.0,0.0
668,2267097.086,1574203.709,137.224,Topo Continu,0.006,0.011,NetworkFix,1.3,13,13/04/2017,10:55:13.0,13/04/2017,10:55:13.0,0.0
669,2267097.587,1574203.899,137.226,Topo Continu,0.007,0.013,NetworkFix,1.3,13,13/04/2017,10:55:14.0,13/04/2017,10:55:14.0,0.0
670,2267098.075,1574204.106,137.227,Topo Continu,0.009,0.015,NetworkFix,1.3,13,13/04/2017,10:55:15.0,13/04/2017,10:55:15.0,0.0
671,2267098.534,1574204.311,137.234,Topo Continu,0.011,0.018,NetworkFix,1.3,13,13/04/2017,10:55:16.0,13/04/2017,10:55:16.0,0.0
672,2267098.969,1574204.529,137.231,Topo Continu,0.012,0.020,NetworkFix,1.3,13,13/04/2017,10:55:17.0,13/04/2017,10:55:17.0,0.0
673,2267099.477,1574204.803,137.234,Topo Continu,0.011,0.018,NetworkFix,1.3,13,13/04/2017,10:55:18.0,13/04/2017,10:55:18.0,0.0
674,2267099.885,1574205.048,137.236,Topo Continu,0.013,0.021,NetworkFix,1.3,13,13/04/2017,10:55:19.0,13/04/2017,10:55:19.0,0.0
675,2267100.202,1574205.251,137.253,Topo Continu,0.009,0.016,NetworkFix,1.3,13,13/04/2017,10:55:20.0,13/04/2017,10:55:20.0,0.0
676,2267100.530,1574205.464,137.259,Topo Continu,0.014,0.022,NetworkFix,1.3,13,13/04/2017,10:55:21.0,13/04/2017,10:55:21.0,0.0
677,2267101.018,1574205.772,137.258,Topo Continu,0.009,0.015,NetworkFix,1.3,13,13/04/2017,10:55:22.0,13/04/2017,10:55:22.0,0.0
678,2267101.418,1574206.009,137.237,Topo Continu,0.009,0.015,NetworkFix,1.3,13,13/04/2017,10:55:23.0,13/04/2017,10:55:23.0,0.0
679,2267101.813,1574206.225,137.251,Topo Continu,0.013,0.021,NetworkFix,1.3,13,13/04/2017,10:55:24.0,13/04/2017,10:55:24.0,0.0
680,2267102.169,1574206.423,137.256,Topo Continu,0.011,0.017,NetworkFix,1.3,13,13/04/2017,10:55:25.0,13/04/2017,10:55:25.0,0.0
681,2267102.511,1574206.609,137.255,Topo Continu,0.010,0.015,NetworkFix,1.3,13,13/04/2017,10:55:26.0,13/04/2017,10:55:26.0,0.0
682,2267102.827,1574206.798,137.259,Topo Continu,0.008,0.013,NetworkFix,1.3,12,13/04/2017,10:55:27.0,13/04/2017,10:55:27.0,0.0
683,2267103.184,1574207.020,137.240,Topo Continu,0.009,0.014,NetworkFix,1.3,12,13/04/2017,10:55:28.0,13/04/2017,10:55:28.0,0.0
684,2267103.373,1574207.135,137.243,Topo Continu,0.011,0.017,NetworkFix,1.3,12,13/04/2017,10:55:29.0,13/04/2017,10:55:29.0,0.0
685,2267103.690,1574207.336,137.227,Topo Continu,0.011,0.017,NetworkFix,1.3,12,13/04/2017,10:55:30.0,13/04/2017,10:55:30.0,0.0
686,2267104.022,1574207.504,137.246,Topo Continu,0.019,0.028,NetworkFix,1.4,12,13/04/2017,10:55:31.0,13/04/2017,10:55:31.0,0.0
687,2267104.375,1574207.630,137.245,Topo Continu,0.010,0.015,NetworkFix,1.4,12,13/04/2017,10:55:33.0,13/04/2017,10:55:33.0,0.0
688,2267104.451,1574207.644,137.251,Topo Continu,0.008,0.012,NetworkFix,1.4,12,13/04/2017,10:55:34.0,13/04/2017,10:55:34.0,0.0
689,2267104.493,1574207.664,137.250,Topo Continu,0.010,0.015,NetworkFix,1.4,12,13/04/2017,10:55:35.0,13/04/2017,10:55:35.0,0.0
690,2267104.566,1574207.640,137.240,Topo Continu,0.009,0.014,NetworkFix,1.4,12,13/04/2017,10:55:36.0,13/04/2017,10:55:36.0,0.0
691,2267104.710,1574207.468,137.237,Topo Continu,0.014,0.020,NetworkFix,1.4,12,13/04/2017,10:55:37.0,13/04/2017,10:55:37.0,0.0
692,2267104.974,1574207.232,137.224,Topo Continu,0.008,0.013,NetworkFix,1.4,12,13/04/2017,10:55:38.0,13/04/2017,10:55:38.0,0.0
693,2267105.281,1574206.979,137.232,Topo Continu,0.012,0.018,NetworkFix,1.4,12,13/04/2017,10:55:39.0,13/04/2017,10:55:39.0,0.0
694,2267105.605,1574206.686,137.248,Topo Continu,0.007,0.012,NetworkFix,1.4,12,13/04/2017,10:55:40.0,13/04/2017,10:55:40.0,0.0
695,2267105.888,1574206.364,137.237,Topo Continu,0.010,0.014,NetworkFix,1.4,12,13/04/2017,10:55:41.0,13/04/2017,10:55:41.0,0.0
